Maturity Stage (Days),Initial Moisture Level (%),Temperature (°C),Humidity (%),Current Moisture Level (%),Drying Time (hrs),Estimated Oil Yield (kg)
100,65.43542603709716,37.75127178793883,40.99356293149981,16.981722833756493,24.226851601670333,4.150913858312175
113,68.16848991270406,38.475943842921964,67.61823789700878,8.0,32.18789285938887,4.6000000000000005
94,58.94919618402934,35.001778655125804,77.66252611532782,8.0,32.51986282425867,4.6000000000000005
108,50.01600672195728,35.167495006505774,59.47743120608393,8.0,22.88948316637673,4.6000000000000005
107,53.85002982257268,31.52815598068579,61.23342191560472,8.0,28.308339700037585,4.6000000000000005
94,66.53227410113558,37.95931288011023,79.67325588062249,8.0,34.99173843408669,4.6000000000000005
117,53.65984924623989,36.423820069776944,75.47695419633746,8.0,27.52650024801504,4.6000000000000005
113,66.85029667091123,36.48083054203895,54.891251220498155,8.0,29.611557717807592,4.6000000000000005
118,66.65462919874547,28.411136149452833,58.24584126825953,8.0,39.10776177647519,4.6000000000000005
97,58.57060169132299,34.03432489536908,42.084379518261144,10.68168741068505,23.94445714031897,4.465915629465748
94,64.540152076579,27.980904213487868,72.42014580323621,8.0,43.289858734540225,4.6000000000000005
111,53.46703132131001,34.23806438913256,40.22796568837427,11.530104239657113,20.96846354082645,4.423494788017145
103,65.212967793451,34.46891031532489,65.1494645642975,8.0,33.447748877884194,4.6000000000000005
96,54.97193676715174,39.929746176869145,42.806775084215715,16.76082760987579,19.105554578637975,4.161958619506211
90,51.080872650213635,37.44067228489896,43.70689224383102,13.342737737203358,18.86906745650514,4.332863113139832
92,58.07691388562372,29.201052314766034,50.63880198970217,8.0,30.20247692212083,4.6000000000000005
99,58.54456478143944,29.852952493103437,74.8306273650492,8.0,36.986767164090764,4.6000000000000005
117,63.48413588265749,39.92103434240785,63.9343568625782,8.061166395544312,27.71148474355659,4.596941680222784
93,60.08934678866247,28.996234577449236,56.78647343724944,8.0,33.57079298216891,4.6000000000000005
101,67.62588092604634,36.42626932084178,68.07098566581189,8.0,33.82216093202673,4.6000000000000005
98,61.89299864416733,35.66317836392052,40.42982980766429,14.063914934356845,23.91454185490524,4.296804253282158
93,52.47348773051959,33.88820382118379,75.50151442663115,8.0,28.823031341718398,4.6000000000000005
103,50.22844493875157,27.623043316751083,45.86940157768461,8.0,25.647889242217406,4.6000000000000005
117,50.312422282069534,37.1416167942484,54.1294413046586,8.793251996344587,20.759585142862473,4.56033740018277
106,66.998459128427,31.263155170861683,60.232506110594464,8.0,36.40454377998977,4.6000000000000005
111,53.0994786358272,27.35507400933122,69.20164786586709,8.0,34.39172307314707,4.6000000000000005
91,58.42466220697421,37.315796096781874,70.28577429783455,8.0,28.444781568367834,4.6000000000000005
99,69.06646473062477,25.944095913509177,51.74184234597902,8.0,41.90847749689809,4.6000000000000005
100,54.63658186405486,37.287794812067304,75.42773165959807,8.0,27.45311497725487,4.6000000000000005
104,59.31811910980112,39.29027626131206,78.93521727734412,8.0,29.471025830769452,4.6000000000000005
106,50.15062004338738,32.58859004737546,41.82567921015916,8.58152306357534,20.78454848990602,4.570923846821233
90,64.76903213377325,34.576759978395046,58.07363474394974,8.0,31.051672808546467,4.6000000000000005
103,58.53826092463714,36.44320958387533,74.95444990376518,8.0,30.324486135598082,4.6000000000000005
119,68.05332584254168,33.449118878354284,58.37868394341527,8.0,34.051347596304645,4.6000000000000005
114,59.08789988305715,32.74987058780811,48.25315659080142,8.0,26.82211514052279,4.6000000000000005
119,52.04789281257479,28.522467472841413,73.10152029728157,8.0,33.268981754453,4.6000000000000005
104,57.072968922954566,35.70366613426954,65.12641362820781,8.0,27.69124904330142,4.6000000000000005
110,58.315596774826304,26.7371480137202,69.39738952336988,8.0,39.32062642675444,4.6000000000000005
103,61.566422053097995,32.05772511194581,63.64976063274789,8.0,33.23276773476641,4.6000000000000005
96,61.42606388465427,25.534613225775164,56.71390178415322,8.0,39.07355653464642,4.6000000000000005
96,58.73256963540644,36.42309625997494,73.58656531896108,8.0,30.124462720062347,4.6000000000000005
92,57.99197237459536,30.845998459975565,67.75345468887497,8.0,33.397437458706655,4.6000000000000005
95,52.201376444974045,31.47904561633674,67.80141466871746,8.0,28.94694868841681,4.6000000000000005
112,53.27233037874992,33.26855396923142,69.07528700895803,8.0,28.35689084112144,4.6000000000000005
90,67.58849088285737,32.58478058338885,66.79051239305473,8.0,37.376032466978494,4.6000000000000005
108,53.96000387834047,30.446502399491745,73.28231568181866,8.0,32.56727934431999,4.6000000000000005
119,55.42436018923093,35.03808021972304,73.11878724446821,8.0,29.16241966604223,4.6000000000000005
116,59.60353438097992,29.227541100882295,68.79042642578499,8.0,36.70343053427825,4.6000000000000005
118,53.224474029883375,27.46877593103554,65.15832160184938,8.0,33.17932856180263,4.6000000000000005
94,65.48179030367316,36.812576165436184,68.7416829194967,8.0,32.44705790927917,4.6000000000000005
108,65.20421852945223,29.56833649702722,57.83780519407983,8.0,36.509867255088835,4.6000000000000005
98,60.9543454811502,34.17908329231163,62.31168552765281,8.0,30.45118429812903,4.6000000000000005
102,52.03052875553153,26.26266068934854,44.435644991701786,8.0,27.706979141192686,4.6000000000000005
93,55.93758982609897,38.812307929627224,70.83514942944814,8.0,26.117888224393507,4.6000000000000005
93,55.14988936608029,39.66270174545323,46.489071076738455,15.003679220702026,20.07310507268913,4.249816038964899
94,51.22377782723121,30.473022164518774,65.7884582553373,8.0,28.741571785170517,4.6000000000000005
103,60.6124529885214,29.22566050030734,64.57601204740027,8.0,36.09574138773442,4.6000000000000005
90,58.346877963753776,34.03941607946296,76.67495216378173,8.0,32.78832574519019,4.6000000000000005
118,59.52090734162289,39.69442734026711,69.53786172728434,8.0,27.151729205913714,4.6000000000000005
113,50.428063688632356,34.77534680391049,76.09382075367651,8.0,26.922389023844804,4.6000000000000005
110,64.17617324240796,28.362430793771935,62.127135926174596,8.0,38.86489332609389,4.6000000000000005
114,55.28462417047914,26.6087246442821,61.452838411684354,8.0,34.65972113693045,4.6000000000000005
117,56.55329155043101,34.92044808244708,52.717871828453546,8.0,24.993261373581255,4.6000000000000005
111,68.7067558222557,27.391498483638838,52.14993451396519,8.0,39.61844032421137,4.6000000000000005
95,66.140392377095,32.402430653475825,49.66094164829485,8.0,31.294167556815296,4.6000000000000005
117,64.06771574502572,34.39053776526425,43.31277111026571,10.822201336513572,26.622757204256075,4.458889933174322
114,60.444160391147456,25.71434462061571,62.52604861637259,8.0,40.16176535140543,4.6000000000000005
104,67.81706519177784,28.26391800387726,53.100733555902735,8.0,38.18497766048636,4.6000000000000005
101,62.88006439173896,25.45618827584021,72.53653328547887,8.0,46.23010459111941,4.6000000000000005
111,50.17077649550867,34.59685973302468,74.70823230105273,8.0,26.60162022268981,4.6000000000000005
111,61.38074186433939,29.994954498784352,66.4670788825328,8.0,36.272511695607626,4.6000000000000005
98,53.35030461446473,30.768862417135075,78.45482378920698,8.0,33.13273104107046,4.6000000000000005
97,63.20193758941818,31.16987451067538,71.891386786832,8.0,37.777249525442315,4.6000000000000005
119,66.6478236362166,37.51695525075925,51.143267627081514,11.309074296148808,27.669374670033896,4.4345462851925594
118,61.13905353553565,27.565704522022667,50.884081499320324,8.0,34.033405734061525,4.6000000000000005
97,52.73471877157717,26.763460394297574,66.97026538946564,8.0,34.21495478182427,4.6000000000000005
101,57.85100505820152,30.760645435472917,41.632268486578745,8.0,25.98752749337493,4.6000000000000005
106,61.34942228558499,25.842679874355536,75.895578542359,8.0,45.48211999819046,4.6000000000000005
110,64.0861552085021,32.96316113914194,69.59313244624164,8.0,35.6099288532755,4.6000000000000005
117,52.10951491802132,35.356831733102666,50.36602904083669,8.285342236760556,21.91208634063038,4.5857328881619726
104,65.90582129319412,35.151259396442654,52.31618059922695,8.0,29.49603939970369,4.6000000000000005
108,62.770102602116324,35.2334578190296,40.6740654939477,13.436887463626732,24.666607569244796,4.328155626818663
91,56.50926927325452,33.622834080970016,45.992770787596314,8.036594295213547,24.236337489020485,4.5981702852393225
109,66.6810479346548,35.83650494332069,75.47312708459732,8.0,35.9551400005752,4.6000000000000005
97,61.9147822701948,31.710922725027068,59.586888097246224,8.0,32.605857009150874,4.6000000000000005
104,50.16005562241812,26.53421834513702,74.13964921501127,8.0,34.517826316222376,4.6000000000000005
110,51.18758875240792,31.64869587227549,54.77875387443236,8.0,25.021561910533332,4.6000000000000005
99,68.81777942790367,34.45153639054932,41.2914584684242,12.412448105508517,28.202665661197578,4.379377594724574
110,57.40953764526492,28.301803930211804,63.881964912389016,8.0,34.79282338708259,4.6000000000000005
94,67.91718485309929,32.32670634376122,71.43737901804569,8.0,39.389491667723334,4.6000000000000005
101,57.72942058148813,30.126523893480638,66.67895289703212,8.0,33.705047747110385,4.6000000000000005
113,63.29031743520111,38.03191399998491,55.393826258398015,9.663241544704242,26.813537945248434,4.516837922764788
91,55.97473958332543,31.419997761111052,60.96003880177669,8.0,29.649073372800572,4.6000000000000005
110,61.820077568870694,32.589995132576234,59.02618674289681,8.0,31.508584632871713,4.6000000000000005
91,57.964471874963586,38.87971180266179,44.47966033801273,15.46880666823106,21.247832603366263,4.2265596665884475
96,67.18263720794866,38.332951293245756,73.84026526741866,8.0,33.45969505773753,4.6000000000000005
96,66.94195280486625,35.721133532986144,54.17373959134828,8.0,30.081230105567048,4.6000000000000005
116,63.36467548748345,37.47324540765,47.95060043023018,12.713841761433422,25.325416863025016,4.364307911928329
116,58.6049579037806,34.26180802756874,40.02921405618195,12.064109729184366,23.270424087298117,4.396794513540782
97,57.1002931685092,25.76975272133963,64.87558860746937,8.0,38.30360343060957,4.6000000000000005
93,53.3545534253151,32.130490318830866,78.3483245034538,8.0,31.705294706714678,4.6000000000000005
113,61.688020660110645,31.19294990264363,60.74888658703772,8.0,33.357873901064174,4.6000000000000005
116,61.55807381308977,26.41427315326244,50.39778157973164,8.0,35.6244731373341,4.6000000000000005
109,58.56981387458157,29.703400588090226,41.200418982604596,8.0,27.171903598121723,4.6000000000000005
104,65.91767732238394,32.33149513656363,72.07444468566896,8.0,38.269091691591925,4.6000000000000005
107,55.217879095693554,25.90677610504984,45.95374764931422,8.0,30.60505006333655,4.6000000000000005
94,53.68105935651895,27.920886369186373,66.12034568041196,8.0,33.247066670547476,4.6000000000000005
111,64.27005963643963,34.761567412578295,77.71377174386042,8.0,36.17877055850836,4.6000000000000005
92,58.78951029108546,37.95800584063278,47.98651163455892,12.900892309387736,22.944308990848864,4.354955384530614
93,57.228796835560594,37.128245517439055,50.21529068603468,10.721957078245055,23.25341987865777,4.463902146087747
117,50.17930832833611,39.976188530456625,51.43774130375807,12.719488536798892,18.72990989576861,4.364025573160055
116,65.39721170630872,39.11561292787852,48.84813571441327,14.630716394263004,25.38324765602286,4.26846418028685
112,66.12068154305618,25.378421772374235,65.83189792447956,8.0,46.42290445132605,4.6000000000000005
110,57.98788446622158,29.241632982601065,55.9925704944836,8.0,31.708566514702227,4.6000000000000005
97,57.20302099624734,28.989072732459547,65.48600898351901,8.0,34.302428401741025,4.6000000000000005
99,62.76958376803107,32.177631118529355,43.36451175584733,8.0,27.810272919997644,4.6000000000000005
102,58.50602573927525,37.13077718488474,56.379410682396895,8.0,25.32239534814307,4.6000000000000005
114,59.931652160954776,33.748644039162656,43.54169783492362,9.552703065845556,25.18947454755461,4.522364846707723
92,62.65643713427634,36.86166622556924,64.16756522468263,8.0,29.62423496610352,4.6000000000000005
97,62.56801081357643,29.929015398539427,41.26261437293439,8.0,29.119012797146674,4.6000000000000005
119,57.96908983470952,25.0881865535115,67.01978993436941,8.0,40.78772959773407,4.6000000000000005
118,68.8507753127098,32.125754467434355,43.40745825367377,8.0,30.962240764969092,4.6000000000000005
116,54.38755152828009,25.588129109766143,58.79084918386211,8.0,34.513844002344015,4.6000000000000005
104,67.7752846723138,37.186255429334985,47.988669425911226,12.645904483603971,27.564690094354916,4.367704775819802
112,67.3159206825352,28.441651157808224,67.00953378154922,8.0,42.70470911185975,4.6000000000000005
108,65.53206493342219,36.691167613606524,46.42128965813658,12.615772255080955,26.458146339170618,4.369211387245953
94,66.8339384575198,26.574422090536316,62.882082629380186,8.0,43.73480104123416,4.6000000000000005
106,65.004131755244,29.898403981320556,67.32364325578573,8.0,39.14550669356384,4.6000000000000005
91,55.64311028040264,31.468376083247634,61.30164602975322,8.0,29.489364239120818,4.6000000000000005
94,64.32290509576053,28.014275085975576,42.34489708569113,8.0,32.49051600542086,4.6000000000000005
106,58.63068793111644,35.64484646826781,49.5019035677328,9.163580774372974,24.733553578371733,4.541820961281352
90,52.57388130717794,33.170228129314026,55.99072335693572,8.0,24.92515677695297,4.6000000000000005
110,54.12929389268182,31.102525428718895,57.17208879756568,8.0,27.8163983403533,4.6000000000000005
106,54.34773788115507,35.59147693017388,67.31373467617242,8.0,26.734338425379537,4.6000000000000005
104,59.9368039255297,30.285248929728148,52.223771289510616,8.0,30.678492892838623,4.6000000000000005
118,66.33202144427462,29.51708796707505,49.63965606897874,8.0,34.45908851763533,4.6000000000000005
91,60.979003354002344,35.06796047100127,72.8661811326364,8.0,32.48356487249602,4.6000000000000005
95,69.55837855477701,25.422459742294343,63.77276376243495,8.0,48.21098009727225,4.6000000000000005
92,66.6838308040844,34.643262017228295,53.88441889427114,8.0,30.795562503454526,4.6000000000000005
100,62.75968144611521,30.789400722913054,42.127310532677676,8.0,28.673857246040125,4.6000000000000005
93,58.312982694228126,26.53245345656075,40.2046921477256,8.0,29.934349886620822,4.6000000000000005
105,53.750808087634574,35.350778177129136,51.94064326155974,8.0,23.08794128925931,4.6000000000000005
90,65.32845710484432,34.18623276530106,75.557414102087,8.0,36.84676968192328,4.6000000000000005
119,55.05818368661521,36.0664204513652,70.93862129788866,8.0,27.614372657674092,4.6000000000000005
108,50.98367485888165,36.05607834972828,64.60907246121695,8.0,23.910138958662266,4.6000000000000005
97,64.52294452264351,31.371462940451433,45.59333065305888,8.0,30.140860619455932,4.6000000000000005
98,53.88401773656346,33.587212172990746,69.69063383437154,8.0,28.614469371777755,4.6000000000000005
105,65.7327183634067,35.669190971923804,44.15285265285709,12.395510761500041,26.66860380095333,4.380224461924998
107,67.9593635700405,34.47906278079664,49.368478357880335,8.0,30.24045006239385,4.6000000000000005
110,59.612934513733485,39.97035533700297,61.691853311292505,9.134011028463057,25.239461742635214,4.543299448576848
106,60.16165697562606,35.538416361000266,44.11628144332081,11.812811081373297,24.17442294712638,4.409359445931336
99,54.27224411343116,30.234864027076,77.70349734369509,8.0,34.20214804467308,4.6000000000000005
98,50.29753060458914,33.27438759354628,71.63299290834222,8.0,27.057918481017836,4.6000000000000005
111,53.46226919013886,34.04347824430181,50.22652460015634,8.0,23.42275109248668,4.6000000000000005
119,52.9389132959089,27.900110730892024,77.17142413522741,8.0,35.84629072476862,4.6000000000000005
115,58.5841777245041,33.52553277504228,76.95537828942966,8.0,33.521863940954496,4.6000000000000005
101,68.88843676747862,37.541320181888636,63.54089593382778,8.0,32.2266860912599,4.6000000000000005
101,63.48909865950274,37.17897715864457,71.42351802544405,8.0,31.714005200999907,4.6000000000000005
117,68.82521027048054,31.6704604741265,77.30851832915243,8.0,42.788272545359305,4.6000000000000005
111,52.40077333082665,32.05353134434921,63.41634542100128,8.0,27.493393580138786,4.6000000000000005
107,50.554620451991376,38.35866000005265,46.473481977345486,13.095351978384201,18.729634236803587,4.34523240108079
91,65.52660091488895,32.344324155191444,70.67459318760429,8.0,37.55990843009284,4.6000000000000005
100,66.75921727831799,25.38661129315453,61.773161163970784,8.0,45.27378990064765,4.6000000000000005
106,64.01687337085382,34.32097185210333,65.80580515402751,8.0,33.07711831132022,4.6000000000000005
112,64.65854980597474,35.11197058133278,78.6916016703714,8.0,36.34113652331958,4.6000000000000005
93,56.64333168897159,28.451221747231855,46.94740006071976,8.0,29.006585425431588,4.6000000000000005
118,55.05155192336991,26.297155971454096,63.607220753026354,8.0,35.57207133304914,4.6000000000000005
98,53.154055886610905,28.139169856373567,58.94377021873633,8.0,30.593272472539635,4.6000000000000005
108,61.35938244913474,30.22560102039757,66.31599676066114,8.0,35.93464383339464,4.6000000000000005
119,60.72454385474213,36.679345778970344,67.09995775315379,8.0,29.456831963447215,4.6000000000000005
90,50.4158288419061,39.48009479054447,73.32495349534527,8.0,23.186691312435663,4.6000000000000005
112,65.48662689141258,37.770826575851274,60.79259636160127,8.0,29.509314851806966,4.6000000000000005
101,57.740733376453456,34.90551635718926,54.92176982416231,8.0,26.165062331143996,4.6000000000000005
91,57.16205579976857,25.47454907721896,67.753221825505,8.0,39.76805743556254,4.6000000000000005
91,69.44253255798667,27.83677483579287,44.37335598101135,8.0,36.45336629487827,4.6000000000000005
96,62.64429142199748,36.92034416307083,78.32211996076802,8.0,33.23675628291497,4.6000000000000005
105,64.60870699100708,33.33817450490682,71.06278597583378,8.0,35.97411613275803,4.6000000000000005
96,67.57722653190984,29.832125871546644,75.99113748829792,8.0,44.03257917347105,4.6000000000000005
104,61.43977879604586,34.48854323753545,61.82610436586827,8.0,30.32292178770643,4.6000000000000005
110,51.837657047375494,26.699964461499707,50.70651746180175,8.0,28.93558572806634,4.6000000000000005
96,63.255347750769126,33.11493276465319,48.64486807316602,8.0,28.804675292295062,4.6000000000000005
106,58.456865413435644,26.51876044971733,52.178956409853896,8.0,34.022526269686395,4.6000000000000005
106,67.45851904134432,28.495133043246238,52.71804030791019,8.0,37.508368379854836,4.6000000000000005
106,50.010382258339995,32.24633058770944,41.511474977819525,8.283116204452881,20.863633026943557,4.585844189777356
93,68.49530342350342,25.763753296551446,46.506982340139345,8.0,39.656037091792975,4.6000000000000005
103,65.28704404143915,32.953760074041156,57.998143642665696,8.0,32.855325751486,4.6000000000000005
104,50.06071837767452,33.274731347109835,48.15666893786923,8.0,21.71300780923857,4.6000000000000005
114,63.196311612128305,27.227083878152744,55.274623485179795,8.0,37.34828584764503,4.6000000000000005
100,59.414160745372996,38.70383829105418,66.25445758001648,8.0,27.02566427072329,4.6000000000000005
110,64.34194580400137,28.618526752920616,61.60059049275401,8.0,38.449359508145584,4.6000000000000005
94,63.92253141059676,27.721718287512253,51.94268021054941,8.0,35.98825363132395,4.6000000000000005
104,56.54041856452138,33.8314621811846,67.6761891779726,8.0,29.546727932050096,4.6000000000000005
102,54.49389461900944,29.44665104899987,79.82318004188159,8.0,35.87156370812375,4.6000000000000005
110,53.215066973879345,37.45796012723493,43.40585552818612,13.752875234397727,19.73109586974081,4.312356238280114
103,56.215002174350204,34.47223194716072,62.862140037380634,8.0,27.62479838085031,4.6000000000000005
93,58.4888968901296,37.33186564964706,59.328642331999674,8.0,25.875466693447073,4.6000000000000005
91,62.82174679720619,34.487991021863834,64.09036027580001,8.0,31.737445850018844,4.6000000000000005
118,50.15041624039542,34.52465336865378,73.57970327867815,8.0,26.403271261755524,4.6000000000000005
92,67.28033421420608,30.8433703889026,48.271599163736056,8.0,33.05330463334157,4.6000000000000005
94,57.11770127272239,30.394486483899712,78.39892517475789,8.0,36.311372110770556,4.6000000000000005
118,69.24948639288998,28.25627950096145,70.24639389663604,8.0,45.61393960730787,4.6000000000000005
97,58.869589854510934,35.066219317820874,55.85688978409924,8.0,26.873638432831143,4.6000000000000005
106,56.059276545637594,37.574323446957834,65.13745729676731,8.0,25.771562035965417,4.6000000000000005
100,69.42019057209194,26.441621283207983,47.88689184299463,8.0,39.7910744672002,4.6000000000000005
109,65.88958827808031,30.6573294810257,79.60359664489361,8.0,42.82735387668366,4.6000000000000005
108,56.52978511628895,33.86538216904372,48.87430080572592,8.0,24.79555659058787,4.6000000000000005
118,50.475891249147466,28.333990752861148,55.24882538808769,8.0,27.61150370763995,4.6000000000000005
105,68.02683570449095,30.986833842348933,56.22163856777261,8.0,36.00968249375294,4.6000000000000005
97,62.64043517261631,26.153434853022777,42.48027608149166,8.0,33.8121339592862,4.6000000000000005
103,51.59441000830813,32.731806295527015,71.27501950917593,8.0,28.266382655146572,4.6000000000000005
116,68.95895352579085,36.759618483731586,57.270368173294926,8.0,31.130373222895514,4.6000000000000005
113,63.82653311558802,29.78704721675157,46.26120076013819,8.0,31.57203155296273,4.6000000000000005
105,56.520267193726546,30.3045704343667,69.91278608839204,8.0,33.598399814705886,4.6000000000000005
108,61.318972712381516,38.81028425767002,66.2303450241203,8.0,27.94425433399718,4.6000000000000005
119,60.13752159562404,36.89742258514691,41.431653168207006,14.918728244866024,22.609396675379006,4.254063587756699
91,62.98022524167533,36.14575564831429,66.64799787492923,8.0,31.050210166357513,4.6000000000000005
91,64.86628552107807,35.681441727727844,41.49427739011258,13.830542361947543,25.517871579565263,4.308472881902623
109,63.846599536616495,33.886323718497756,73.10561918859099,8.0,35.504892702816804,4.6000000000000005
96,50.229833369365174,37.66191783693091,64.95790516835727,8.0,22.557648554565972,4.6000000000000005
93,66.68831803293284,34.944232280435514,47.18824392031509,9.55914481575791,28.564586608587465,4.522042759212105
103,57.13481008642367,25.563439570098748,58.09714272391986,8.0,36.359864591404666,4.6000000000000005
113,67.06218641091449,27.52191928777879,79.41663884742053,8.0,48.602540195772,4.6000000000000005
93,66.32156418084024,33.071282001097785,69.18454962812905,8.0,36.78206783902051,4.6000000000000005
98,66.65521423131146,39.42563899997187,66.46208152324071,8.0,30.321485969463374,4.6000000000000005
116,50.11854538570577,38.310292692059676,55.006712194953366,9.712811523843499,20.202866930931137,4.514359423807825
105,65.33216012539232,25.033980693484878,40.13093761712506,8.0,36.12271044395976,4.6000000000000005
112,58.17708906362769,27.716780958259143,53.40257183288734,8.0,32.75910760394972,4.6000000000000005
92,53.00518129992945,32.770897516689395,65.57995767258082,8.0,27.777602543007134,4.6000000000000005
106,68.79150175981307,29.035641271964863,62.200384562175046,8.0,41.10965613065585,4.6000000000000005
90,52.75522104075428,32.85371594506371,55.22075294407223,8.0,25.0841080258067,4.6000000000000005
94,52.15777877444682,33.252450635879015,72.2732648394169,8.0,28.41535716083255,4.6000000000000005
109,63.05224858819425,31.972695321993335,44.91761186665692,8.0,28.600963555616552,4.6000000000000005
90,66.27088899865961,35.79567787870033,42.24628392734124,13.71299230735,26.278948345654808,4.3143503846325
117,66.45095805767983,37.56271466476569,46.00700515907208,14.162524736030761,26.144216660824533,4.2918737631984625
111,56.332091982517795,39.15539625576166,71.79568034429728,8.0,26.309579341987828,4.6000000000000005
93,64.26755081999329,39.30284212320245,74.61002510430983,8.0,31.219438461860655,4.6000000000000005
115,67.8859443176768,26.166196345706005,77.57426684746022,8.0,51.09582739787887,4.6000000000000005
97,54.455927710981726,25.89749008954341,77.60510321708543,8.0,40.05802686936039,4.6000000000000005
90,50.37464747023647,32.48382537172721,79.64191106786699,8.0,29.595276658479637,4.6000000000000005
116,59.38429259667868,35.01054775702475,58.72662011627469,8.0,27.92578646521694,4.6000000000000005
103,62.44115846840448,25.74560917767568,76.76947108148207,8.0,46.91124000535396,4.6000000000000005
114,59.01409619467969,31.066809326098657,50.34247229737517,8.0,28.834763302543276,4.6000000000000005
100,67.29070568366386,25.693657347178185,68.50767845001658,8.0,47.856973537324365,4.6000000000000005
117,67.44337780033972,28.117231038314166,48.750816197842276,8.0,36.535047202362605,4.6000000000000005
93,62.62761104700924,35.065270615155164,74.4505328027891,8.0,33.92890334863042,4.6000000000000005
115,68.34515991280455,28.272761771700775,59.922014008602176,8.0,41.05791907414823,4.6000000000000005
96,50.01765969617024,33.51263698396879,63.929301425216195,8.0,24.997509396962386,4.6000000000000005
111,64.02704202740618,33.40195782966926,69.853634989684,8.0,35.18155489015868,4.6000000000000005
116,69.10153076075105,34.67418955899792,52.87404320222467,8.0,31.724123307596454,4.6000000000000005
103,60.41722365252857,32.684702519064736,79.14110167487654,8.0,36.243657133595235,4.6000000000000005
115,61.220687906095314,29.450077058664718,42.22887805468622,8.0,29.167487639930748,4.6000000000000005
93,62.033733283108845,39.970924194427866,40.93948538790186,19.006708037009467,21.51351262304969,4.049664598149526
110,53.27870450455147,28.5076881274752,43.605355747311634,8.0,26.017810149859024,4.6000000000000005
98,68.33590762844132,32.672259908146586,44.63342566468454,8.0,30.58294369492463,4.6000000000000005
96,66.92839689776082,37.57420494970707,56.676236431466975,8.37251093976257,29.277942978999125,4.581374453011871
95,55.348827109181066,36.313923491496325,50.27271648240132,9.588736460707572,22.880045324236747,4.520563176964622
106,67.78175416892702,33.059341139277144,60.688851662106906,8.0,35.02808467959923,4.6000000000000005
91,54.50250957026222,27.06801019171053,68.05327436153414,8.0,35.4924635883974,4.6000000000000005
113,59.52062933396608,37.492200536253435,65.83282635060532,8.0,27.85543405048482,4.6000000000000005
107,62.25905284816842,31.753727224242127,69.77820368158324,8.0,35.81734111404755,4.6000000000000005
98,67.13793575232123,37.45747118821126,50.00195512577227,11.878780411410574,27.629577670455326,4.406060979429472
108,67.09387633714928,36.50797101574439,43.34742983669551,14.209767399035101,26.44205446905709,4.289511630048245
104,65.53930313928015,35.95596634434691,68.76508024385357,8.0,33.25986237128695,4.6000000000000005
104,53.634926016355045,29.946472253007208,49.181553843301174,8.0,26.449693168451333,4.6000000000000005
118,63.95901885300754,35.63128776388108,54.113003954105906,8.0,28.614199357620453,4.6000000000000005
112,55.395059328650646,36.396612818583755,67.11483484404229,8.0,26.688370710179615,4.6000000000000005
117,64.61176673636267,37.661052469290794,56.38484201132723,8.640897287099683,27.985434724631492,4.5679551356450165
116,69.01052573488019,25.356761542907424,78.08450267535585,8.0,53.93188699830197,4.6000000000000005
92,50.51440840828927,31.696727936225685,52.209466390725936,8.0,23.99113959215381,4.6000000000000005
93,62.443577743359654,37.30598548441246,40.03897920886604,16.45322431097007,22.99517671619479,4.177338784451496
99,54.65986354560694,36.720133593470656,78.16734474454046,8.0,28.500642304937557,4.6000000000000005
119,53.35144873748581,34.577530100222404,62.26915216184034,8.0,25.76888863242695,4.6000000000000005
99,66.15151128684032,25.723712712734166,73.03339251479849,8.0,48.67303230453346,4.6000000000000005
115,59.27755258500758,26.930573971559625,42.51696837614731,8.0,30.827699784140965,4.6000000000000005
114,64.91582371831325,32.63080018405215,66.0118701257235,8.0,35.411618612207896,4.6000000000000005
107,61.80813509045081,38.42446796807945,58.17840293804241,8.78704073468107,26.51054717788487,4.5606479632659465
119,52.18529044026778,30.97067882792071,55.57613893175607,8.0,26.359114307169566,4.6000000000000005
102,64.86064134684844,36.804811818860664,42.11073974576385,15.054205250156073,24.903218048346183,4.2472897374921965
91,62.66636502008631,30.772590950826753,68.40957098128563,8.0,36.81128595602225,4.6000000000000005
97,65.13790744720612,25.121382275853254,67.46065404956818,8.0,46.753191506867395,4.6000000000000005
99,53.39347538870948,29.58294456158132,72.50816196632339,8.0,32.89691004635031,4.6000000000000005
97,67.61102772989047,34.347739460308375,54.74042911994645,8.0,31.81125822230158,4.6000000000000005
111,50.21316734552371,35.43978841966385,62.18059098404753,8.0,23.38366557693168,4.6000000000000005
92,64.2917643725894,31.20400618265871,56.55889217193784,8.0,33.640485218339506,4.6000000000000005
113,64.47643205462762,29.53510203352858,76.26594740509177,8.0,42.25256386400088,4.6000000000000005
115,56.23790870167669,25.609719340634665,47.53568008239149,8.0,32.1503138893597,4.6000000000000005
102,62.50089704747384,35.423776750673795,65.75935336863274,8.0,31.167568969577726,4.6000000000000005
101,51.64816447650288,28.111172264242363,41.245633228305046,8.0,24.7934616407337,4.6000000000000005
111,64.86346433332874,26.911541668174742,65.16084138501526,8.0,42.583133421021515,4.6000000000000005
119,61.66774313281991,27.020102412112458,42.11597180314426,8.0,32.018378080439604,4.6000000000000005
109,66.82203699672932,39.004821471917936,64.73206326716533,8.0,30.279215433339527,4.6000000000000005
107,65.71092119073063,26.244052186558704,78.15422903183787,8.0,49.3171651955506,4.6000000000000005
96,69.08984642148734,34.476217265892004,60.1817402929174,8.0,34.16623319435291,4.6000000000000005
